step,vehicle_id,pred_speed,pred_rpm,applied_speed
0,ego_0,17.19462823718786,-0.7792684435844421,17.19462823718786
1,ego_0,17.53745486885309,-0.7776671051979065,17.53745486885309
1,ego_1,16.965825532376765,-0.7802692651748657,16.965825532376765
2,ego_0,17.892874972522257,-0.7758833169937134,17.892874972522257
2,ego_1,17.30018907636404,-0.7787880897521973,17.30018907636404
